D1, D2, Con/ACC, Con/RT, In/ACC, In/RT
 1.0,  0.5,  1.0, .424, 0.84, .511
 1.0,  0.5,  1.0, 0.43,  0.7, .542
 1.0,  0.5,  1.0, .431,  0.8, 0.52
 1.0,  0.5,  1.0, .428, 0.88, .497
 1.0,  0.5,  1.0, .439, 0.72, .518
 1.0,  0.5,  1.0, .428, 0.86, .505
 1.0,  0.5,  1.0, .427,  0.9, 0.51
 1.0,  0.5,  1.0, .433, 0.78, .495
 1.0,  0.5,  1.0, .423, 0.82, .515
 1.0,  0.5,  1.0, .427, 0.74, .501
 1.0,  0.5,  1.0, .419, 0.86, .501
 1.0,  0.5,  1.0, .427,  0.8, .538
 1.0,  0.5,  1.0, .426, 0.88, .511
 1.0,  0.5,  1.0, .418, 0.68, .506
 1.0,  0.5,  1.0, .427, 0.86, .522
 1.0,  0.5,  1.0, .423, 0.82, .506
 1.0,  0.5,  1.0, .423, 0.88, .494
 1.0,  0.5,  1.0, .422,  0.7, .491
 1.0,  0.5,  1.0, .429, 0.78, .467
 1.0,  0.5,  1.0, .431,  0.7, .509
 1.0,  0.5,  1.0, .434, 0.72, .497
 1.0,  0.5,  1.0, .424, .591, .506
 1.0,  0.5,  1.0, .423, 0.78, .501
 1.0,  0.5,  1.0, .428, 0.92, .517
 1.0,  0.5,  1.0, .431, 0.82, .525
 1.0,  0.5,  1.0, .428, 0.84, .509
 1.0,  0.5,  1.0, .421, 0.76, 0.51
 1.0,  0.5,  1.0, .434, 0.76, .491
 1.0,  0.5,  1.0, .419, 0.84, .537
 1.0,  0.5,  1.0, .428, 0.82, .535
 1.0,  0.5,  1.0, .426, 0.88, .506
 1.0,  0.5,  1.0, .426,  0.8, .485
 1.0,  0.5,  1.0, .422, 0.68, .493
 1.0,  0.5,  1.0, .421, 0.76, .506
 1.0,  0.5,  1.0, .429, 0.74, .497
 1.0,  0.5,  1.0, .428,  0.8, .511
 1.0,  0.5,  1.0, .424, 0.76, 0.48
 1.0,  0.5,  1.0, .432, 0.86, .512
 1.0,  0.5,  1.0, .423, 0.78, .516
 1.0,  0.5,  1.0, .424, 0.84, .498
 1.0,  0.5,  1.0, .428,  0.8, .518
 1.0,  0.5,  1.0, .428, 0.82,  0.5
 1.0,  0.5,  1.0, .426, 0.82, .488
 1.0,  0.5,  1.0, .434, 0.86, .495
 1.0,  0.5,  1.0, .427, 0.72, .513
 1.0,  0.5,  1.0, .425, 0.76, .559
 1.0,  0.5,  1.0, .425, 0.66, .496
 1.0,  0.5,  1.0, .429, 0.84, .485
 1.0,  0.5,  1.0, .424, 0.76, 0.49
 1.0,  0.5,  1.0, .426, 0.86, .497
 1.0,  0.5,  1.0, .428, 0.88, 0.53
 1.0,  0.5,  1.0, .428,  0.8, .475
 1.0,  0.5,  1.0, .426,  0.7, .485
 1.0,  0.5,  1.0, .432, 0.76, .514
 1.0,  0.5,  1.0, .433,  0.8, .532
 1.0,  0.5,  1.0, .422, 0.74, .502
 1.0,  0.5,  1.0, .431, 0.76, .501
 1.0,  0.5,  1.0, .423, 0.84, .492
 1.0,  0.5,  1.0, .422,  0.8, .496
 1.0,  0.5,  1.0, .418, 0.88, .515
 1.0,  0.5,  1.0, .433, 0.78, .538
 1.0,  0.5,  1.0, .429, 0.72, .504
 1.0,  0.5,  1.0, .417, 0.82, .502
 1.0,  0.5,  1.0, .427,  0.8, .509
 1.0,  0.5,  1.0, 0.43, 0.88, .481
 1.0,  0.5,  1.0, .423, 0.88, .514
 1.0,  0.5,  1.0, .437, 0.68, .528
 1.0,  0.5,  1.0, .429, 0.78, .534
 1.0,  0.5,  1.0, .425, 0.74, 0.53
 1.0,  0.5,  1.0, .424, 0.66, .499
 1.0,  0.5,  1.0, 0.43, 0.86, .516
 1.0,  0.5,  1.0, .423,  0.8, .502
 1.0,  0.5,  1.0, .438, 0.78, .521
 1.0,  0.5,  1.0, .437,  0.8, .505
 1.0,  0.5,  1.0, .427, 0.88, .495
 1.0,  0.5,  1.0, .419, 0.78, .468
 1.0,  0.5,  1.0, .421, 0.74, .516
 1.0,  0.5,  1.0, 0.42,  0.8, .501
 1.0,  0.5,  1.0, 0.43, 0.82, .488
 1.0,  0.5,  1.0, .422, 0.88, .498
 1.0,  0.5,  1.0, .429, 0.82, .497
 1.0,  0.5,  1.0, .438, 0.76, .506
 1.0,  0.5,  1.0, .429, 0.74, .509
 1.0,  0.5,  1.0, .429, 0.76, .492
 1.0,  0.5,  1.0, .422, 0.84, .475
 1.0,  0.5,  1.0, .422, 0.74, .502
 1.0,  0.5,  1.0, .428,  0.8, .485
 1.0,  0.5,  1.0, .431,  0.7, .516
 1.0,  0.5,  1.0, 0.44, .786, .507
 1.0,  0.5,  1.0, .431, 0.76, .503
 1.0,  0.5,  1.0, .429, 0.86, .503
 1.0,  0.5,  1.0, .426,  0.8, .519
 1.0,  0.5,  1.0, .427, 0.84, .525
 1.0,  0.5,  1.0, .427, 0.72, .532
 1.0,  0.5,  1.0, .425, 0.86, .498
 1.0,  0.5,  1.0, .427,  0.8, .525
 1.0,  0.5,  1.0, .431, 0.72, .515
 1.0,  0.5,  1.0, .417, 0.88, .513
 1.0,  0.6,  1.0, 0.43,  0.9, .496
 1.0,  0.6,  1.0, .425, 0.86, .497
 1.0,  0.6,  1.0, .425, 0.82, .482
 1.0,  0.6,  1.0, .434, 0.74, .513
 1.0,  0.6,  1.0, .431,  0.9, .508
 1.0,  0.6,  1.0, .426, 0.76, .531
 1.0,  0.6,  1.0, 0.43,  0.8, .505
 1.0,  0.6,  1.0, .433,  0.8, .509
 1.0,  0.6,  1.0, .429,  0.8, .497
 1.0,  0.6,  1.0, .428, 0.88, .515
 1.0,  0.6,  1.0, .428, 0.86, .509
 1.0,  0.6,  1.0, .423, 0.84, .465
 1.0,  0.6,  1.0, .433, 0.84, .466
 1.0,  0.6,  1.0, .423, 0.86, .528
 1.0,  0.6,  1.0, .428, 0.82, .533
 1.0,  0.6,  1.0, .424,  0.9, .493
 1.0,  0.6,  1.0, .429, 0.92, .518
 1.0,  0.6,  1.0, .424, 0.82, .505
 1.0,  0.6,  1.0, .428,  0.8, .521
 1.0,  0.6,  1.0, .416,  0.9, .518
 1.0,  0.6,  1.0, .431,  0.8, .508
 1.0,  0.6,  1.0, .426, 0.78, .511
 1.0,  0.6,  1.0, .434, 0.84, .461
 1.0,  0.6,  1.0, .427, 0.72, .503
 1.0,  0.6,  1.0, .417, 0.84, .506
 1.0,  0.6,  1.0, .424, 0.82, .532
 1.0,  0.6,  1.0, .432, 0.78, .522
 1.0,  0.6,  1.0, .426, 0.84, .507
 1.0,  0.6,  1.0, .434,  0.8, .485
 1.0,  0.6,  1.0, .426, 0.86, .481
 1.0,  0.6,  1.0, .428, 0.78, .493
 1.0,  0.6,  1.0, .427, 0.78, .494
 1.0,  0.6,  1.0, .431, 0.82, .517
 1.0,  0.6,  1.0, .431,  0.8, 0.49
 1.0,  0.6,  1.0, .436, 0.76, .513
 1.0,  0.6,  1.0, .419, 0.74, .495
 1.0,  0.6,  1.0, .427, 0.74, .503
 1.0,  0.6,  1.0, .425, 0.86, .499
 1.0,  0.6,  1.0, .431,  0.8, .503
 1.0,  0.6,  1.0, .427, 0.78, 0.51
 1.0,  0.6,  1.0, .426,  0.7, .491
 1.0,  0.6,  1.0, .428, 0.84, .516
 1.0,  0.6,  1.0, .433, 0.76, .484
 1.0,  0.6,  1.0, .425, 0.88, .505
 1.0,  0.6,  1.0, .435, 0.88,  0.5
 1.0,  0.6,  1.0, .422,  0.9, .517
 1.0,  0.6,  1.0, 0.42, 0.84, .482
 1.0,  0.6,  1.0, .431, 0.84, .539
 1.0,  0.6,  1.0, .424, 0.92, .439
 1.0,  0.6,  1.0, .434, 0.84, .498
 1.0,  0.6,  1.0, .418, 0.78, .536
 1.0,  0.6,  1.0, .423, 0.74, .519
 1.0,  0.6,  1.0, .428, 0.76, .527
 1.0,  0.6,  1.0, .455,  0.8, .471
 1.0,  0.6,  1.0, .431, 0.88, .504
 1.0,  0.6,  1.0, 0.42, 0.82, .501
 1.0,  0.6,  1.0, .424, 0.86, .488
 1.0,  0.6,  1.0, .426, 0.84, .503
 1.0,  0.6,  1.0, .427, .636, .556
 1.0,  0.6,  1.0, .433, 0.82, .519
 1.0,  0.6,  1.0, .434, 0.74, .487
 1.0,  0.6,  1.0, 0.42, 0.76, .525
 1.0,  0.6,  1.0, 0.43, 0.63, .502
 1.0,  0.6,  1.0, 0.42, 0.88, .517
 1.0,  0.6,  1.0, .432, 0.84, .504
 1.0,  0.6,  1.0, 0.43, .808, .518
 1.0,  0.6,  1.0, .422, 0.86, .509
 1.0,  0.6,  1.0, .428, 0.84, .505
 1.0,  0.6,  1.0, .419,  0.9, 0.48
 1.0,  0.6,  1.0, .432, 0.78, .489
 1.0,  0.6,  1.0, .435, 0.84, .503
 1.0,  0.6,  1.0, .433, 0.82, .516
 1.0,  0.6,  1.0, .429, 0.82, .498
 1.0,  0.6,  1.0, .431, 0.84, .492
 1.0,  0.6,  1.0, .432, 0.76, .506
 1.0,  0.6,  1.0, .433, 0.82, .508
 1.0,  0.6,  1.0, .417, 0.84, 0.48
 1.0,  0.6,  1.0, .426, 0.78, .492
 1.0,  0.6,  1.0, .431, 0.88, .499
 1.0,  0.6,  1.0, .426, 0.76, .505
 1.0,  0.6,  1.0, .431, 0.72, .482
 1.0,  0.6,  1.0, .432,  0.9, .527
 1.0,  0.6,  1.0, .423, 0.76, .528
 1.0,  0.6,  1.0, .429, 0.84, .511
 1.0,  0.6,  1.0, .428, 0.72, 0.51
 1.0,  0.6,  1.0, .429, 0.84, .466
 1.0,  0.6,  1.0, .426, 0.82, .501
 1.0,  0.6,  1.0, .433, 0.76, .505
 1.0,  0.6,  1.0, .428,  0.8, 0.49
 1.0,  0.6,  1.0, 0.43, 0.82, .482
 1.0,  0.6,  1.0, .421, 0.86, .526
 1.0,  0.6,  1.0, .431, 0.74, .515
 1.0,  0.6,  1.0, .431, 0.88, .521
 1.0,  0.6,  1.0, 0.43, 0.64, .489
 1.0,  0.6,  1.0, .425, 0.74, .492
 1.0,  0.6,  1.0, .432, 0.88, .484
 1.0,  0.6,  1.0, .429,  0.8, .464
 1.0,  0.6,  1.0, .426, 0.76, .523
 1.0,  0.6,  1.0, .426, 0.82, .512
 1.0,  0.6,  1.0, .431, 0.86, .479
 1.0,  0.7,  1.0, .424, 0.92, .493
 1.0,  0.7,  1.0, .425, 0.74, .509
 1.0,  0.7,  1.0, .438, 0.88, .499
 1.0,  0.7,  1.0, .419, 0.88, .516
 1.0,  0.7,  1.0, .417, 0.78, .533
 1.0,  0.7,  1.0, .427, 0.92, .476
 1.0,  0.7,  1.0, .434, 0.88, .523
 1.0,  0.7,  1.0, .425, 0.88, .492
 1.0,  0.7,  1.0, 0.43, 0.88, .475
 1.0,  0.7,  1.0, .436, 0.84, .499
 1.0,  0.7,  1.0, .425, 0.94, .528
 1.0,  0.7,  1.0, 0.43,  0.9, .497
 1.0,  0.7,  1.0, .438, 0.78, .523
 1.0,  0.7,  1.0, .432, 0.86, .483
 1.0,  0.7,  1.0, .432,  0.8, .471
 1.0,  0.7,  1.0, .435, 0.84, .518
 1.0,  0.7,  1.0, .435, 0.88, .484
 1.0,  0.7,  1.0, .421,  0.8, .478
 1.0,  0.7,  1.0, .428, .867, .528
 1.0,  0.7,  1.0, .429, 0.86, .524
 1.0,  0.7,  1.0, .429,  0.9, .504
 1.0,  0.7,  1.0, .431, 0.94, .508
 1.0,  0.7,  1.0, .425, 0.78, .498
 1.0,  0.7,  1.0, .437, 0.84, .468
 1.0,  0.7,  1.0, .425, 0.86, .516
 1.0,  0.7,  1.0, .423, 0.86, .463
 1.0,  0.7,  1.0, .421, 0.74, 0.52
 1.0,  0.7,  1.0, .439, 0.88, .488
 1.0,  0.7,  1.0, .433, 0.84, .495
 1.0,  0.7,  1.0, .425, 0.86, .493
 1.0,  0.7,  1.0, 0.41, 0.86, .479
 1.0,  0.7,  1.0, .424,  0.9, .505
 1.0,  0.7,  1.0, .432, 0.84, .494
 1.0,  0.7,  1.0, .429, 0.86, .481
 1.0,  0.7,  1.0, .425,  0.9, .473
 1.0,  0.7,  1.0, .431,  0.9, .509
 1.0,  0.7,  1.0, .435,  0.9, 0.47
 1.0,  0.7,  1.0, .416, 0.74, .511
 1.0,  0.7,  1.0, 0.42, 0.88, .483
 1.0,  0.7,  1.0, .427, 0.84, .492
 1.0,  0.7,  1.0, .418,  0.9, .499
 1.0,  0.7,  1.0, .422, 0.88, .527
 1.0,  0.7,  1.0, .433, 0.78, .489
 1.0,  0.7,  1.0, .425,  0.9, .514
 1.0,  0.7,  1.0, .431, 0.94, .487
 1.0,  0.7,  1.0, .422,  0.9, .517
 1.0,  0.7,  1.0, .432, 0.82, .497
 1.0,  0.7,  1.0, .434, 0.84, .493
 1.0,  0.7,  1.0, .431, 0.88, 0.51
 1.0,  0.7,  1.0, .437, 0.88, .513
 1.0,  0.7,  1.0, .425, 0.74, .486
 1.0,  0.7,  1.0, .428, 0.88, .497
 1.0,  0.7,  1.0, .421, 0.88, .532
 1.0,  0.7,  1.0, .431, 0.88, .509
 1.0,  0.7,  1.0, .428, 0.86,  0.5
 1.0,  0.7,  1.0, .428, 0.92, .475
 1.0,  0.7,  1.0, .433,  0.9, .463
 1.0,  0.7,  1.0, .429, 0.88, .481
 1.0,  0.7,  1.0, .431, 0.76, .487
 1.0,  0.7,  1.0, .426, 0.82, .505
 1.0,  0.7,  1.0, .424, 0.82, .495
 1.0,  0.7,  1.0, .421, 0.84,  0.5
 1.0,  0.7,  1.0, .428, 0.78, .534
 1.0,  0.7,  1.0, .426, 0.88, 0.51
 1.0,  0.7,  1.0, .435, 0.72, .508
 1.0,  0.7,  1.0, .423, 0.74, .516
 1.0,  0.7,  1.0, .431, 0.98, .525
 1.0,  0.7,  1.0, .434, 0.86, .491
 1.0,  0.7,  1.0, 0.42, 0.82, .503
 1.0,  0.7,  1.0, .426,  0.8, .493
 1.0,  0.7,  1.0, .434,  0.8, .482
 1.0,  0.7,  1.0, .423, 0.74, .515
 1.0,  0.7,  1.0, .429, 0.92, .488
 1.0,  0.7,  1.0, .424,  0.9, .486
 1.0,  0.7,  1.0, .426, 0.82, .504
 1.0,  0.7,  1.0, .425, 0.92, 0.48
 1.0,  0.7,  1.0, 0.42, 0.84, .497
 1.0,  0.7,  1.0, .428, 0.78, .475
 1.0,  0.7,  1.0, .431,  0.9, .476
 1.0,  0.7,  1.0, .426, 0.86, .488
 1.0,  0.7,  1.0, .422, .871, 0.51
 1.0,  0.7,  1.0, .416, 0.84, 0.51
 1.0,  0.7,  1.0, .427, 0.96, .505
 1.0,  0.7,  1.0, .417, 0.84, .466
 1.0,  0.7,  1.0, .428,  0.9, .485
 1.0,  0.7,  1.0, .426,  0.9, .522
 1.0,  0.7,  1.0, 0.42, 0.68, .511
 1.0,  0.7,  1.0, .414, 0.88, .491
 1.0,  0.7,  1.0, 0.42, 0.94, .489
 1.0,  0.7,  1.0, .436, 0.96, .489
 1.0,  0.7,  1.0, .426, 0.86, .489
 1.0,  0.7,  1.0, .419,  0.8, .536
 1.0,  0.7,  1.0, .427, 0.72, .522
 1.0,  0.7,  1.0, .431,  0.9, .469
 1.0,  0.7,  1.0, .424, 0.84, .464
 1.0,  0.7,  1.0, .422, 0.78, .479
 1.0,  0.7,  1.0, 0.43, 0.92, .499
 1.0,  0.7,  1.0, .433, 0.78, .488
 1.0,  0.7,  1.0, .423, 0.96, .501
 1.0,  0.7,  1.0, .428, 0.86, .486
 1.0,  0.8,  1.0, .427, 0.84, .487
 1.0,  0.8,  1.0, .437, 0.88, .496
 1.0,  0.8,  1.0, .427, 0.78, .488
 1.0,  0.8,  1.0, 0.42, 0.92, .517
 1.0,  0.8,  1.0, .427, 0.86, .488
 1.0,  0.8,  1.0, .423, 0.84, .512
 1.0,  0.8,  1.0, .428,  0.8, .501
 1.0,  0.8,  1.0, .425, 0.92,  0.5
 1.0,  0.8,  1.0, .421, 0.88, .512
 1.0,  0.8,  1.0, .425, 0.98, .491
 1.0,  0.8,  1.0, 0.43, 0.86, .531
 1.0,  0.8,  1.0, .428, 0.78, .478
 1.0,  0.8,  1.0, .416, 0.86, 0.52
 1.0,  0.8,  1.0, .424, 0.88, .476
 1.0,  0.8,  1.0, .428, 0.92, .483
 1.0,  0.8,  1.0, .426,  0.9, .483
 1.0,  0.8,  1.0, .425,  0.9, .488
 1.0,  0.8,  1.0, .424, 0.88, .472
 1.0,  0.8,  1.0, 0.43,  0.8, .514
 1.0,  0.8,  1.0, .424,  0.8, .501
 1.0,  0.8,  1.0, .428, 0.64, .524
 1.0,  0.8,  1.0, .433, 0.94, .484
 1.0,  0.8,  1.0, .424, 0.84, .493
 1.0,  0.8,  1.0, .429, 0.82, .479
 1.0,  0.8,  1.0, .426, 0.92, .462
 1.0,  0.8,  1.0, 0.43, 0.94,  0.5
 1.0,  0.8,  1.0, .431, 0.88, .511
 1.0,  0.8,  1.0, .435,  1.0, .481
 1.0,  0.8,  1.0, 0.43,  0.9, .495
 1.0,  0.8,  1.0, 0.43, 0.86, .482
 1.0,  0.8,  1.0, .425, 0.88, .477
 1.0,  0.8,  1.0, .432,  0.9, .525
 1.0,  0.8,  1.0, .425,  0.8, .496
 1.0,  0.8,  1.0, .432, 0.88, .502
 1.0,  0.8,  1.0, .424, 0.78, .518
 1.0,  0.8,  1.0, .421, 0.82, .497
 1.0,  0.8,  1.0, .437,  0.9, .512
 1.0,  0.8,  1.0, .424, 0.94, .493
 1.0,  0.8,  1.0, .434,  0.8, .499
 1.0,  0.8,  1.0, .425, 0.84, .498
 1.0,  0.8,  1.0, .422,  0.9, .487
 1.0,  0.8,  1.0, .441, 0.86, .501
 1.0,  0.8,  1.0, .434,  0.9, .469
 1.0,  0.8,  1.0, .436, 0.94, .494
 1.0,  0.8,  1.0, .428, 0.78, .477
 1.0,  0.8,  1.0, .431, 0.86, .495
 1.0,  0.8,  1.0, 0.42, 0.84, .448
 1.0,  0.8,  1.0, .421, 0.86, .495
 1.0,  0.8,  1.0, .416, 0.88, .462
 1.0,  0.8,  1.0, .432,  0.9, .511
 1.0,  0.8,  1.0, .425, 0.86, .499
 1.0,  0.8,  1.0, .435, 0.86, .473
 1.0,  0.8,  1.0, 0.43,  0.9, .491
 1.0,  0.8,  1.0, .427,  0.9, .482
 1.0,  0.8,  1.0, .426, 0.94, .504
 1.0,  0.8,  1.0, .432, 0.74, .498
 1.0,  0.8,  1.0, .431,  0.8, .508
 1.0,  0.8,  1.0, .426, 0.86, .524
 1.0,  0.8,  1.0, .427, 0.88, .469
 1.0,  0.8,  1.0, .423, 0.84, .474
 1.0,  0.8,  1.0, .425, 0.94, .494
 1.0,  0.8,  1.0, .421, 0.78, .502
 1.0,  0.8,  1.0, .429, 0.86, 0.49
 1.0,  0.8,  1.0, .422,  0.9, .491
 1.0,  0.8,  1.0, .424,  0.8, .491
 1.0,  0.8,  1.0, .429,  0.9, .491
 1.0,  0.8,  1.0, .425,  0.7, .492
 1.0,  0.8,  1.0, .424, 0.76, .467
 1.0,  0.8,  1.0, .424, 0.92, .484
 1.0,  0.8,  1.0, .426, 0.86, .516
 1.0,  0.8,  1.0, .434, 0.84, .523
 1.0,  0.8,  1.0, 0.43,  0.9, .504
 1.0,  0.8,  1.0, .426, 0.84, .517
 1.0,  0.8,  1.0, .426, 0.78, .474
 1.0,  0.8,  1.0, .425,  0.9, 0.49
 1.0,  0.8,  1.0, .429, 0.84, .526
 1.0,  0.8,  1.0, 0.43, 0.74, .502
 1.0,  0.8,  1.0, .424, 0.92, .499
 1.0,  0.8,  1.0, .431,  0.9, .499
 1.0,  0.8,  1.0, .431, 0.96, .499
 1.0,  0.8,  1.0, .436, 0.92, .514
 1.0,  0.8,  1.0, 0.43, 0.86, .493
 1.0,  0.8,  1.0, .427, 0.84, .475
 1.0,  0.8,  1.0, .427, 0.84, .513
 1.0,  0.8,  1.0, .425, 0.84, .499
 1.0,  0.8,  1.0, .422, 0.88, .492
 1.0,  0.8,  1.0, .425, 0.84, .472
 1.0,  0.8,  1.0, .422,  0.9, .503
 1.0,  0.8,  1.0, .424, 0.88, .482
 1.0,  0.8,  1.0, .424, 0.92, .478
 1.0,  0.8,  1.0, .426, 0.88, .504
 1.0,  0.8,  1.0, .426, 0.92, .495
 1.0,  0.8,  1.0, .425, 0.94, .482
 1.0,  0.8,  1.0, .433, 0.92, .497
 1.0,  0.8,  1.0, .423, 0.92, 0.49
 1.0,  0.8,  1.0, .428,  0.9, .481
 1.0,  0.8,  1.0, .431, 0.84, .482
 1.0,  0.8,  1.0, .428, 0.82, .489
 1.0,  0.8,  1.0, .429, 0.86, .472
 1.0,  0.8,  1.0, .432,  0.8, .512
 1.0,  0.9,  1.0, .417, 0.86, .481
 1.0,  0.9,  1.0, .433, 0.88, .499
 1.0,  0.9,  1.0, .427, 0.98, .504
 1.0,  0.9,  1.0, .428, 0.96, .477
 1.0,  0.9,  1.0, .424,  0.9, 0.51
 1.0,  0.9,  1.0, .428, 0.92, .458
 1.0,  0.9,  1.0, .422, 0.84, .486
 1.0,  0.9,  1.0, .425, 0.88, .462
 1.0,  0.9,  1.0, .418, 0.88, .511
 1.0,  0.9,  1.0, .429, 0.92, .495
 1.0,  0.9,  1.0, .426,  0.9, .477
 1.0,  0.9,  1.0, .432, 0.96, .496
 1.0,  0.9,  1.0, .429, 0.86, .517
 1.0,  0.9,  1.0, .428, 0.84, .505
 1.0,  0.9,  1.0, .424, 0.88, .497
 1.0,  0.9,  1.0, .427, 0.88, .522
 1.0,  0.9,  1.0, 0.43, 0.86, .497
 1.0,  0.9,  1.0, .425,  0.9, .488
 1.0,  0.9,  1.0, .435, 0.84, .482
 1.0,  0.9,  1.0, .424,  0.9, .485
 1.0,  0.9,  1.0, .428, 0.86, .484
 1.0,  0.9,  1.0, .421, 0.84, .483
 1.0,  0.9,  1.0, 0.43, 0.88, .466
 1.0,  0.9,  1.0, .424, 0.86, .502
 1.0,  0.9,  1.0, .426, 0.88, .468
 1.0,  0.9,  1.0, .419,  0.9, .489
 1.0,  0.9,  1.0, .423, 0.98, .509
 1.0,  0.9,  1.0, .431, 0.92, .479
 1.0,  0.9,  1.0, .429, 0.84, .484
 1.0,  0.9,  1.0, 0.43,  0.9, .483
 1.0,  0.9,  1.0, .428,  1.0, .475
 1.0,  0.9,  1.0, .428, 0.84, .495
 1.0,  0.9,  1.0, .426, 0.82, .488
 1.0,  0.9,  1.0, .428, 0.94, .485
 1.0,  0.9,  1.0, .426,  0.9, .475
 1.0,  0.9,  1.0, .426, 0.92, 0.47
 1.0,  0.9,  1.0, .432, 0.94, .475
 1.0,  0.9,  1.0, .432, 0.88, .488
 1.0,  0.9,  1.0, 0.42,  0.9, .498
 1.0,  0.9,  1.0, .427, 0.94, .486
 1.0,  0.9,  1.0, .422, 0.88, .489
 1.0,  0.9,  1.0, .437,  0.8, .506
 1.0,  0.9,  1.0, .432, 0.92, .482
 1.0,  0.9,  1.0, 0.43, 0.86, .509
 1.0,  0.9,  1.0, .419, 0.88, .479
 1.0,  0.9,  1.0, .426,  0.8, .499
 1.0,  0.9,  1.0, .425,  0.9, .495
 1.0,  0.9,  1.0, .427, 0.88, .497
 1.0,  0.9,  1.0, .424, 0.94, .475
 1.0,  0.9,  1.0, 0.43,  0.9, .495
 1.0,  0.9,  1.0, .433, 0.88, .501
 1.0,  0.9,  1.0, .439,  0.9, .508
 1.0,  0.9,  1.0, .427,  0.8, .516
 1.0,  0.9,  1.0, .425, 0.86, .521
 1.0,  0.9,  1.0, .425, 0.92, .466
 1.0,  0.9,  1.0, .427, 0.96, .465
 1.0,  0.9,  1.0, .427, 0.85, .494
 1.0,  0.9,  1.0, .428, 0.96,  0.5
 1.0,  0.9,  1.0, .424, 0.86, .518
 1.0,  0.9,  1.0, .427, 0.88, 0.49
 1.0,  0.9,  1.0, .428, 0.94, .478
 1.0,  0.9,  1.0, .426, 0.84, .465
 1.0,  0.9,  1.0, .421, 0.78, .469
 1.0,  0.9,  1.0, .422, 0.92, .489
 1.0,  0.9,  1.0, .422, 0.94, .512
 1.0,  0.9,  1.0, .431, 0.92, .497
 1.0,  0.9,  1.0, .428, 0.98, .494
 1.0,  0.9,  1.0, .415,  0.9, .474
 1.0,  0.9,  1.0, .419,  0.9, 0.48
 1.0,  0.9,  1.0, .423, 0.84, .493
 1.0,  0.9,  1.0, .426, 0.84, .523
 1.0,  0.9,  1.0, .422, 0.96, .491
 1.0,  0.9,  1.0, .422, 0.94, .492
 1.0,  0.9,  1.0, .421, 0.92, .473
 1.0,  0.9,  1.0, 0.42, 0.88, .479
 1.0,  0.9,  1.0, .427, 0.88, .502
 1.0,  0.9,  1.0, .428, 0.88, .495
 1.0,  0.9,  1.0, .438,  0.8, .491
 1.0,  0.9,  1.0, .429, 0.82, .505
 1.0,  0.9,  1.0, .423,  0.8, .491
 1.0,  0.9,  1.0, .432, 0.88, .499
 1.0,  0.9,  1.0, .425, 0.92, .483
 1.0,  0.9,  1.0, .419, 0.92, 0.52
 1.0,  0.9,  1.0, .435, 0.86, .482
 1.0,  0.9,  1.0, .431, 0.92, 0.48
 1.0,  0.9,  1.0, .434, 0.96, .475
 1.0,  0.9,  1.0, .427, 0.88,  0.5
 1.0,  0.9,  1.0, 0.43, 0.88, .472
 1.0,  0.9,  1.0, .426,  0.9, 0.49
 1.0,  0.9,  1.0, .428, 0.88, .485
 1.0,  0.9,  1.0, 0.42,  0.9, .474
 1.0,  0.9,  1.0, .424, 0.86, .506
 1.0,  0.9,  1.0, .427,  0.9, .489
 1.0,  0.9,  1.0, 0.43, 0.92, .471
 1.0,  0.9,  1.0, .426, 0.94, .488
 1.0,  0.9,  1.0, .412, 0.92, .469
 1.0,  0.9,  1.0, 0.43,  0.9, .488
 1.0,  0.9,  1.0, .422, 0.84, .488
 1.0,  0.9,  1.0, .432, 0.88, .504
 1.0,  0.9,  1.0, .425, 0.88, .485
 1.0,  1.0,  1.0, .424,  0.9, .476
 1.0,  1.0,  1.0, .422, 0.82, .507
 1.0,  1.0,  1.0, .428, 0.82, .505
 1.0,  1.0,  1.0, .429, 0.92, .473
 1.0,  1.0,  1.0, .421, 0.92, .504
 1.0,  1.0,  1.0, .429, 0.94, .465
 1.0,  1.0,  1.0, .435, 0.92, .465
 1.0,  1.0,  1.0, .433, 0.92, .481
 1.0,  1.0,  1.0, .435, 0.92,  0.5
 1.0,  1.0,  1.0, .423, 0.96, .486
 1.0,  1.0,  1.0, .425, 0.88, .497
 1.0,  1.0,  1.0, .428, 0.94, .489
 1.0,  1.0,  1.0, .417, 0.98, .462
 1.0,  1.0,  1.0, .431, 0.88, .505
 1.0,  1.0,  1.0, .424, 0.92, .448
 1.0,  1.0,  1.0, .433,  0.9, .479
 1.0,  1.0,  1.0, .427, 0.86, .462
 1.0,  1.0,  1.0, 0.42, 0.86, .498
 1.0,  1.0,  1.0, 0.43, 0.92, 0.47
 1.0,  1.0,  1.0, .423, 0.94, .456
 1.0,  1.0,  1.0, .431, 0.78, .462
 1.0,  1.0,  1.0, .426,  0.9, .479
 1.0,  1.0,  1.0, .429,  0.9, .472
 1.0,  1.0,  1.0, .431, 0.98, .466
 1.0,  1.0,  1.0, .432, 0.88, 0.47
 1.0,  1.0,  1.0, .428, 0.88, .456
 1.0,  1.0,  1.0, .424, 0.94, .465
 1.0,  1.0,  1.0, .427, 0.88, .482
 1.0,  1.0,  1.0, .423, 0.78, .482
 1.0,  1.0,  1.0, .437,  0.9, .474
 1.0,  1.0,  1.0, .431, 0.98, .453
 1.0,  1.0,  1.0, .441, 0.82, .461
