D1, D2, Con/ACC, Con/RT, In/ACC, In/RT
 0.2,  0.7,  1.0, .431, 0.86, .473
 0.2,  0.7,  1.0, .432, 0.82, .497
 0.2,  0.7,  1.0, .426, 0.72, .513
 0.2,  0.7,  1.0, .432, 0.94, 0.49
 0.2,  0.7,  1.0, .425, 0.94, .526
 0.2,  0.7,  1.0, .438, 0.94, .527
 0.2,  0.7,  1.0, .422, 0.84, .496
 0.2,  0.7,  1.0, .426, 0.92, .476
 0.2,  0.7,  1.0, .428, 0.82, .497
 0.2,  0.7,  1.0, .428, 0.86, 0.47
 0.2,  0.7,  1.0, .429, 0.76, .504
 0.2,  0.7,  1.0, .428, 0.88, .503
 0.2,  0.7,  1.0, .426, 0.88, .508
 0.2,  0.7,  1.0, .425,  0.9, .502
 0.2,  0.7,  1.0, .427, 0.82, .504
 0.2,  0.7,  1.0, .427, 0.72, .497
 0.2,  0.7,  1.0, .426,  0.8, 0.48
 0.2,  0.7,  1.0, .427, 0.84, .495
 0.2,  0.7,  1.0, .431, 0.84, .507
 0.2,  0.7,  1.0, .426, 0.84, .477
 0.2,  0.7,  1.0, .435, 0.76, .515
 0.2,  0.7,  1.0, .426, 0.76, .502
 0.2,  0.7,  1.0, .433, 0.88, .502
 0.2,  0.7,  1.0, .415, 0.88, 0.52
 0.2,  0.7,  1.0, .425, 0.82, .474
 0.2,  0.7,  1.0, .429, .778, .547
 0.2,  0.7,  1.0, .419, 0.92, .493
 0.2,  0.7,  1.0, .431, 0.72, .504
 0.2,  0.7,  1.0, .428, 0.94, .486
 0.2,  0.7,  1.0, .428, 0.94, .503
 0.2,  0.7,  1.0, .432, 0.78, .507
 0.2,  0.7,  1.0, .432, 0.94, .484
 0.2,  0.7,  1.0, .427, 0.78, .508
 0.2,  0.7,  1.0, .427, 0.86, .497
 0.2,  0.7,  1.0, .429, 0.84, .519
 0.2,  0.7,  1.0, .438, 0.86, .475
 0.2,  0.7,  1.0, .434, 0.78, .512
 0.2,  0.7,  1.0, .437, 0.86, .475
 0.2,  0.7,  1.0, 0.43, 0.94, .488
 0.2,  0.7,  1.0, .429, 0.84, .509
 0.2,  0.7,  1.0, .435, .783, .488
 0.2,  0.7,  1.0, .424, 0.84, .478
 0.2,  0.7,  1.0, .422, 0.88, .501
 0.2,  0.7,  1.0, .434, 0.84, .483
 0.2,  0.7,  1.0, .426, 0.76, .514
 0.2,  0.7,  1.0, .423,  0.9, .509
 0.2,  0.7,  1.0, .424, 0.86, .499
 0.2,  0.7,  1.0, .426, 0.88, .486
 0.2,  0.7,  1.0, .431, 0.86, .499
 0.2,  0.7,  1.0, .431, 0.76, .512
 0.2,  0.7,  1.0, .429, 0.84, .508
 0.2,  0.7,  1.0, .431, 0.78, .502
 0.2,  0.7,  1.0, .421, 0.74, .524
 0.2,  0.7,  1.0, .426, 0.76, .493
 0.2,  0.7,  1.0, .435, 0.82, .499
 0.2,  0.7,  1.0, .432,  0.9, .488
 0.2,  0.7,  1.0, .429, 0.92, .476
 0.2,  0.7,  1.0, .431, 0.78, .514
 0.2,  0.7,  1.0, .423, 0.84, .484
 0.2,  0.7,  1.0, .425, 0.86, 0.47
 0.2,  0.7,  1.0, .435, 0.78, .507
 0.2,  0.7,  1.0, .431,  0.8, .484
 0.2,  0.7,  1.0, .427, 0.86,  0.5
 0.2,  0.7,  1.0, .433, 0.88, .496
 0.2,  0.7,  1.0, .429, 0.88, .501
 0.2,  0.7,  1.0, .426, 0.88, 0.45
 0.2,  0.7,  1.0, .429, 0.84, .503
 0.2,  0.7,  1.0, 0.43, 0.92, .494
 0.2,  0.7,  1.0, 0.42,  0.7, 0.51
 0.2,  0.7,  1.0, .424, 0.84, .479
 0.2,  0.7,  1.0, .426, 0.86, .522
 0.2,  0.7,  1.0, .436, 0.86, .509
 0.2,  0.7,  1.0, .421, 0.82, .492
 0.2,  0.7,  1.0, 0.42, 0.84, .481
 0.2,  0.7,  1.0, .424,  0.8, .519
 0.2,  0.7,  1.0, .422, 0.86, 0.52
 0.2,  0.7,  1.0, .434, 0.78, .508
 0.2,  0.7,  1.0, .435,  0.8, .478
 0.2,  0.7,  1.0, .428, 0.94, .493
 0.2,  0.7,  1.0, .431, 0.78, .529
 0.2,  0.7,  1.0, .425, 0.94, .526
 0.2,  0.7,  1.0, .433, 0.78, .502
 0.2,  0.7,  1.0, .432,  0.9, .498
 0.2,  0.7,  1.0, 0.43, 0.86, 0.49
 0.2,  0.7,  1.0, .425,  0.9, .489
 0.2,  0.7,  1.0, .432, 0.84, .477
 0.2,  0.7,  1.0, .432, 0.84, .499
 0.2,  0.7,  1.0, .425,  0.8, .494
 0.2,  0.7,  1.0, .428, 0.88, .515
 0.2,  0.7,  1.0, .425, 0.76, .495
 0.2,  0.7,  1.0, .435, 0.86, .483
 0.2,  0.7,  1.0, .418,  0.9, .528
 0.2,  0.7,  1.0, .421, 0.92, .504
 0.2,  0.7,  1.0, .439,  0.8, .517
 0.2,  0.7,  1.0, .414, 0.92, .475
 0.2,  0.7,  1.0, 0.43, 0.82, .509
 0.2,  0.7,  1.0, .426, 0.84, .532
 0.2,  0.7,  1.0, .429, 0.82, .507
 0.2,  0.7,  1.0, 0.42, 0.84, .478
 0.2,  0.7,  1.0, 0.43, 0.82, .462
 0.2,  0.7,  1.0, .434,  0.8, .495
 0.2,  0.7,  1.0, .427, 0.96, 0.46
 0.2,  0.7,  1.0, .428, 0.86, .499
 0.2,  0.7,  1.0, 0.42, 0.86, .472
 0.2,  0.7,  1.0, 0.42, 0.88, .514
 0.2,  0.7,  1.0, .434, 0.82, .492
 0.2,  0.7,  1.0, .434, 0.76, .478
 0.2,  0.7,  1.0, 0.43, 0.74, 0.53
 0.2,  0.7,  1.0, .437, 0.88, 0.53
 0.2,  0.7,  1.0, .427, 0.82, .502
 0.2,  0.7,  1.0, .427, 0.82, .482
 0.2,  0.7,  1.0, .425, 0.88, .505
 0.2,  0.7,  1.0, .422,  0.9, .516
 0.2,  0.7,  1.0, .438, 0.78, .496
 0.2,  0.7,  1.0, .429, 0.82, .478
 0.2,  0.7,  1.0, .428, 0.68, .522
 0.2,  0.7,  1.0, .429, 0.88, .507
 0.2,  0.7,  1.0, .429,  0.8, 0.49
 0.2,  0.7,  1.0, .414, 0.88, .533
 0.2,  0.7,  1.0, .432, 0.68,  0.5
 0.2,  0.7,  1.0, .438, 0.76, .479
 0.2,  0.7,  1.0, .429, 0.86, .503
 0.2,  0.7,  1.0, .421, 0.88, .495
 0.2,  0.7,  1.0, .428, 0.82, .481
 0.2,  0.7,  1.0, .429, 0.78, .486
 0.2,  0.7,  1.0, .432, 0.86, .518
 0.2,  0.7,  1.0, .426, 0.72, .496
 0.2,  0.7,  1.0, .429, 0.96, .501
 0.2,  0.7,  1.0, .427, 0.86, .509
 0.2,  0.7,  1.0, .427, 0.88, .472
 0.2,  0.7,  1.0, .419,  0.9, .467
 0.2,  0.7,  1.0, .431,  0.8, 0.53
 0.2,  0.7,  1.0, .426, 0.82, .473
 0.2,  0.7,  1.0, .419,  0.8, .529
 0.2,  0.7,  1.0, .428, 0.82, .501
 0.2,  0.7,  1.0, .433,  0.8, .489
 0.2,  0.7,  1.0, .419, 0.92, .476
 0.2,  0.7,  1.0, .427, 0.76, .489
 0.2,  0.7,  1.0, .429, 0.86, .479
 0.2,  0.7,  1.0, .423, 0.88, .492
 0.2,  0.7,  1.0, .424, 0.82, 0.48
 0.2,  0.7,  1.0, .435,  0.9, .519
 0.2,  0.7,  1.0, .428,  0.8, .528
 0.2,  0.7,  1.0, .417, 0.88, .476
 0.2,  0.7,  1.0, .427, 0.86, .493
 0.2,  0.7,  1.0, .418, 0.82, .452
 0.2,  0.7,  1.0, .426,  0.8, .483
 0.2,  0.7,  1.0, .426, 0.86, .505
 0.2,  0.7,  1.0, .429, 0.82, 0.52
 0.2,  0.7,  1.0, 0.43, 0.84, 0.48
 0.2,  0.7,  1.0, .427, 0.84,  0.5
 0.2,  0.7,  1.0, .423, 0.88, .478
 0.2,  0.7,  1.0, .422, 0.78, .513
 0.2,  0.7,  1.0, .432, 0.86, .496
 0.2,  0.7,  1.0, 0.43, 0.72, .499
 0.2,  0.7,  1.0, .426, 0.78,  0.5
 0.2,  0.7,  1.0, .427, 0.86, .507
 0.2,  0.7,  1.0, .434, 0.86, .488
 0.2,  0.7,  1.0, .421, 0.92, .499
 0.2,  0.7,  1.0, .427, 0.86, .482
 0.2,  0.7,  1.0, .422, 0.84, .497
 0.2,  0.7,  1.0, .435, 0.88, .496
 0.2,  0.7,  1.0, .427, 0.88, .508
 0.2,  0.7,  1.0, .426, 0.88, .487
 0.2,  0.7,  1.0, .429,  0.8, .495
 0.2,  0.7,  1.0, .428, 0.84, .467
 0.2,  0.7,  1.0, .424, 0.94, .478
 0.2,  0.7,  1.0, .434,  0.8, .497
 0.2,  0.7,  1.0, .424,  0.8, .491
 0.2,  0.7,  1.0, .415, 0.84, .473
 0.2,  0.7,  1.0, .431, 0.84,  0.5
 0.2,  0.7,  1.0, .424, 0.94, .528
 0.2,  0.7,  1.0, .423, 0.92, .525
 0.2,  0.7,  1.0, .431,  0.9, .472
 0.2,  0.7,  1.0, 0.42, 0.92, .489
 0.2,  0.7,  1.0, .435, 0.88, .503
 0.2,  0.7,  1.0, .433, 0.78, .483
 0.2,  0.7,  1.0, .426, 0.88, .492
 0.2,  0.7,  1.0, .424, 0.92, .503
 0.2,  0.7,  1.0, .431,  0.8, .472
 0.2,  0.7,  1.0, .424, 0.92, .495
 0.2,  0.7,  1.0, 0.43, 0.92,  0.5
 0.2,  0.7,  1.0, .425, 0.86, .534
 0.2,  0.7,  1.0, .434, 0.84, .524
 0.2,  0.7,  1.0, .428, 0.82, .495
 0.2,  0.7,  1.0, .429, 0.94, 0.51
 0.2,  0.7,  1.0, 0.42,  0.8, .503
 0.2,  0.7,  1.0, .432, 0.94, 0.53
 0.2,  0.7,  1.0, .427, 0.84, 0.53
 0.2,  0.7,  1.0, .421, 0.88, .525
 0.2,  0.7,  1.0, .422,  0.8, .515
 0.2,  0.7,  1.0, .424, 0.94, .525
 0.2,  0.7,  1.0, 0.42, 0.84, .479
 0.2,  0.7,  1.0, .427,  0.9, .485
 0.2,  0.7,  1.0, .434,  0.8, .486
 0.2,  0.7,  1.0, .421, 0.78, .489
 0.2,  0.7,  1.0, .431, 0.72, .537
 0.2,  0.7,  1.0, .424, 0.88, .479
 0.2,  0.7,  1.0, .438, 0.82, .526
 0.2,  0.7,  1.0, .434, 0.88, .467
 0.2,  0.7,  1.0, .417,  0.9, .536
 0.2,  0.7,  1.0, 0.43, 0.82, 0.51
 0.2,  0.7,  1.0, 0.43, 0.82, 0.47
 0.2,  0.7,  1.0, .436, 0.78, .504
 0.2,  0.7,  1.0, .432, 0.86, .496
 0.2,  0.7,  1.0, .422, 0.84, .479
 0.2,  0.7,  1.0, 0.43, 0.74, .533
 0.2,  0.7,  1.0, 0.43, 0.84, .518
 0.2,  0.7,  1.0, .417, 0.92, .523
 0.2,  0.7,  1.0, 0.43,  0.8, .507
 0.2,  0.7,  1.0, .425, 0.76, .521
 0.2,  0.7,  1.0, .423,  0.8, .514
 0.2,  0.7,  1.0, .432, 0.88, .507
 0.2,  0.7,  1.0, .426, 0.88, .491
 0.2,  0.7,  1.0, 0.43, 0.82, .482
 0.2,  0.7,  1.0, .422, 0.94, .512
 0.2,  0.7,  1.0, 0.43,  0.9, .478
 0.2,  0.7,  1.0, .426, 0.92, .523
 0.2,  0.8,  1.0, 0.42, 0.88, .468
 0.2,  0.8,  1.0, .425, 0.86, 0.51
 0.2,  0.8,  1.0, .427,  0.9, .517
 0.2,  0.8,  1.0, .428, 0.82, .468
 0.2,  0.8,  1.0, .426, 0.84, .527
 0.2,  0.8,  1.0, .424, 0.84, .539
 0.2,  0.8,  1.0, .431, 0.96, .498
 0.2,  0.8,  1.0, .425, 0.86, .507
 0.2,  0.8,  1.0, .431,  0.9, .488
 0.2,  0.8,  1.0, .426, 0.74, .512
 0.2,  0.8,  1.0, 0.43, 0.84, .464
 0.2,  0.8,  1.0, .426,  0.9, .479
 0.2,  0.8,  1.0, .423, 0.86, .508
 0.2,  0.8,  1.0, .424, 0.88, .501
 0.2,  0.8,  1.0, .422, 0.92, .504
 0.2,  0.8,  1.0, .434, 0.78, .502
 0.2,  0.8,  1.0, .425, 0.82, .494
 0.2,  0.8,  1.0, .432, 0.88, .488
 0.2,  0.8,  1.0, .427,  0.8, .472
 0.2,  0.8,  1.0, .435, 0.88, .504
 0.2,  0.8,  1.0, .425, 0.86, .482
 0.2,  0.8,  1.0, .433,  0.9, .505
 0.2,  0.8,  1.0, .423,  0.9, .477
 0.2,  0.8,  1.0, .428, 0.86, .468
 0.2,  0.8,  1.0, .433, 0.96, .471
 0.2,  0.8,  1.0, .429, 0.92, 0.48
 0.2,  0.8,  1.0, .427, 0.82, .515
 0.2,  0.8,  1.0, 0.43, 0.92, .481
 0.2,  0.8,  1.0, .422, .787,  0.5
 0.2,  0.8,  1.0, .439,  0.7, .474
 0.2,  0.8,  1.0, .421,  0.9, .505
 0.2,  0.8,  1.0, .418, 0.96, .496
 0.2,  0.8,  1.0, .424,  0.9, .513
 0.2,  0.8,  1.0, .428, 0.74, .492
 0.2,  0.8,  1.0, .428, 0.86, .488
 0.2,  0.8,  1.0, .428,  0.8, .501
 0.2,  0.8,  1.0, .419, 0.86, .487
 0.2,  0.8,  1.0, .428, 0.86, .465
 0.2,  0.8,  1.0, .431, 0.84, .487
 0.2,  0.8,  1.0, .432, 0.88, .477
 0.2,  0.8,  1.0, .422,  0.9, .454
 0.2,  0.8,  1.0, .421, 0.82, .564
 0.2,  0.8,  1.0, .434, 0.82, .472
 0.2,  0.8,  1.0, .426,  0.9, .476
 0.2,  0.8,  1.0, .422, 0.86, .502
 0.2,  0.8,  1.0, .429, 0.84, .485
 0.2,  0.8,  1.0, .433,  0.9, .493
 0.2,  0.8,  1.0, .429, 0.86, .484
 0.2,  0.8,  1.0, .435, 0.82, .475
 0.2,  0.8,  1.0, .426, 0.74, .484
 0.2,  0.8,  1.0, .426, 0.88, .526
 0.2,  0.8,  1.0, .431, 0.84, .488
 0.2,  0.8,  1.0, .438,  0.9, .495
 0.2,  0.8,  1.0, .434,  0.8, .502
 0.2,  0.8,  1.0, .428,  0.9, .502
 0.2,  0.8,  1.0, .428, 0.88, .478
 0.2,  0.8,  1.0, .423,  0.9, .499
 0.2,  0.8,  1.0, .425, 0.86, .472
 0.2,  0.8,  1.0, .424, 0.78, .481
 0.2,  0.8,  1.0, .422, 0.88, .488
 0.2,  0.8,  1.0, .432,  0.9,  0.5
 0.2,  0.8,  1.0, .421, 0.88, 0.48
 0.2,  0.8,  1.0, .418, 0.88, .469
 0.2,  0.8,  1.0, 0.43, 0.88, .506
 0.2,  0.8,  1.0, 0.42, 0.92, .481
 0.2,  0.8,  1.0, .425, 0.84, .496
 0.2,  0.8,  1.0, .422, 0.84, .508
 0.2,  0.8,  1.0, 0.42,  0.9, .494
 0.2,  0.8,  1.0, .431, 0.88, .501
 0.2,  0.8,  1.0, .429, 0.86, .507
 0.2,  0.8,  1.0, 0.43,  0.9, .511
 0.2,  0.8,  1.0, .425,  0.8, 0.48
 0.2,  0.8,  1.0, .427, 0.86, .501
 0.2,  0.8,  1.0, .421, 0.92, .478
 0.2,  0.8,  1.0, .426, 0.86, .502
 0.2,  0.8,  1.0, .429, 0.78, .475
 0.2,  0.8,  1.0, .427,  0.9, .516
 0.2,  0.8,  1.0, 0.43, 0.86, .494
 0.2,  0.8,  1.0, .423, 0.86, .495
 0.2,  0.8,  1.0, 0.43,  0.8, .471
 0.2,  0.8,  1.0, .427, 0.76, .494
 0.2,  0.8,  1.0, .429, 0.92, .471
 0.2,  0.8,  1.0, .426,  0.8, .497
 0.2,  0.8,  1.0, .422, 0.96, .523
 0.2,  0.8,  1.0, 0.43, 0.92, .495
 0.2,  0.8,  1.0, .436,  0.8, .522
 0.2,  0.8,  1.0, .435, 0.88, .508
 0.2,  0.8,  1.0, .424, 0.88, .458
 0.2,  0.8,  1.0, .428,  0.9, .482
 0.2,  0.8,  1.0, .428, 0.92, .489
 0.2,  0.8,  1.0, .428,  0.9, .485
 0.2,  0.8,  1.0, .426, 0.92, .486
 0.2,  0.8,  1.0, .434, 0.92,  0.5
 0.2,  0.8,  1.0, .427, 0.78, .517
 0.2,  0.8,  1.0, .424,  0.9, .493
 0.2,  0.8,  1.0, .426, 0.88, .479
 0.2,  0.8,  1.0, .428, 0.92, .483
 0.2,  0.8,  1.0, .428, 0.84, .496
 0.2,  0.8,  1.0, .423, 0.76, .493
 0.2,  0.8,  1.0, .429, 0.92, .473
 0.2,  0.8,  1.0, .422,  0.9, .528
 0.2,  0.8,  1.0, .424, 0.86, .494
 0.2,  0.8,  1.0, .428, 0.92, .467
 0.2,  0.8,  1.0, .429, 0.94, .499
 0.2,  0.8,  1.0, .429, 0.86, 0.49
 0.2,  0.8,  1.0, .421, 0.86, .507
 0.2,  0.8,  1.0, .429, 0.84, 0.47
 0.2,  0.8,  1.0, 0.42, 0.94, .508
 0.2,  0.8,  1.0, .427, 0.92, .477
 0.2,  0.8,  1.0, .424, 0.94, .511
 0.2,  0.8,  1.0, .429, 0.92, 0.48
 0.2,  0.8,  1.0, .435, 0.78, .472
 0.2,  0.8,  1.0, .428, 0.88, .488
 0.2,  0.8,  1.0, 0.43, 0.88, .517
 0.2,  0.8,  1.0, .437, 0.86, .486
 0.2,  0.8,  1.0, .424, 0.98, .461
 0.2,  0.8,  1.0, .436,  0.8, .508
 0.2,  0.8,  1.0, .429,  0.9, .479
 0.2,  0.8,  1.0, .424, 0.84, .485
 0.2,  0.8,  1.0, .431, 0.86, .508
 0.2,  0.8,  1.0, .435, 0.82, .498
 0.2,  0.8,  1.0, .431, 0.84, .464
 0.2,  0.8,  1.0, .429, 0.86, 0.49
 0.2,  0.8,  1.0, .422, 0.88, .465
 0.2,  0.8,  1.0, .427, 0.82, .484
 0.2,  0.8,  1.0, .434, 0.88, .474
 0.2,  0.8,  1.0, 0.43,  0.9, .499
 0.2,  0.8,  1.0, .432, 0.84, .485
 0.2,  0.8,  1.0, .436, 0.86, .496
 0.2,  0.8,  1.0, 0.43, 0.88, .488
 0.2,  0.8,  1.0, 0.42, 0.84, .492
 0.2,  0.8,  1.0, .436,  0.9, .493
 0.2,  0.8,  1.0, .425, 0.88, .502
 0.2,  0.8,  1.0, 0.42, 0.82, .488
 0.2,  0.8,  1.0, .417, 0.84, .477
 0.2,  0.8,  1.0, .426, 0.88, .477
 0.2,  0.8,  1.0, .435, 0.92, .481
 0.2,  0.8,  1.0, .426, 0.84, .516
 0.2,  0.8,  1.0, 0.43, 0.88, .478
 0.2,  0.8,  1.0, .422, 0.88, .496
 0.2,  0.8,  1.0, .427, 0.94, .467
 0.2,  0.8,  1.0, .432,  0.8, .499
 0.2,  0.8,  1.0, .422,  0.8, .504
 0.2,  0.8,  1.0, .418,  0.8, .496
 0.2,  0.8,  1.0, .423, 0.86, .482
 0.2,  0.8,  1.0, .436, 0.92, .481
 0.2,  0.8,  1.0, .426, 0.86, .506
 0.2,  0.8,  1.0, .423,  0.8, .479
 0.2,  0.8,  1.0, .422, 0.88, .465
 0.2,  0.8,  1.0, .427, 0.84, .499
 0.2,  0.8,  1.0, .424, 0.92, .509
 0.2,  0.8,  1.0, .429, 0.82, .469
 0.2,  0.8,  1.0, .435,  0.9, .503
 0.2,  0.8,  1.0, .423, 0.92, .505
 0.2,  0.8,  1.0, .422, 0.86, 0.49
 0.2,  0.8,  1.0, .433, 0.86, .476
 0.2,  0.8,  1.0, .427, 0.82, .473
 0.2,  0.8,  1.0, 0.42, 0.92, .501
 0.2,  0.8,  1.0, .429, 0.94, .495
 0.2,  0.8,  1.0, .424, 0.92, .476
 0.2,  0.8,  1.0, .428, .844, .495
 0.2,  0.8,  1.0, .434,  0.8, .513
 0.2,  0.8,  1.0, .432,  0.9,  0.5
 0.2,  0.8,  1.0, .417, 0.88, .522
 0.2,  0.8,  1.0, .426, 0.84, .474
 0.2,  0.8,  1.0, .433, 0.84, .516
 0.2,  0.8,  1.0, .419, 0.94, .464
 0.2,  0.8,  1.0, .431, 0.94, .493
 0.2,  0.8,  1.0, .431, 0.88, .512
 0.2,  0.8,  1.0, .416,  0.8, .499
 0.2,  0.8,  1.0, .431,  0.9, .488
 0.2,  0.8,  1.0, .426, 0.92, .504
 0.2,  0.8,  1.0, .423,  0.9, .495
 0.2,  0.8,  1.0, .424,  0.8, .476
 0.2,  0.8,  1.0, .432, 0.78, .481
 0.2,  0.8,  1.0, .432, 0.78, .475
 0.2,  0.8,  1.0, .429, 0.88, .493
 0.2,  0.8,  1.0, .428, 0.88, .513
 0.2,  0.8,  1.0, .422, 0.74,  0.5
 0.2,  0.8,  1.0, .424,  0.8, .532
 0.2,  0.8,  1.0, 0.42, 0.92, .506
 0.2,  0.8,  1.0, .438, 0.86, .506
 0.2,  0.8,  1.0, .424,  0.9,  0.5
 0.2,  0.8,  1.0, 0.43,  0.9, 0.49
 0.2,  0.8,  1.0, .425, 0.86, .496
 0.2,  0.8,  1.0, .421, 0.78, .465
 0.2,  0.8,  1.0, .427, 0.78, .477
 0.2,  0.8,  1.0, .429, 0.86,  0.5
 0.2,  0.8,  1.0, .432, 0.76, 0.51
 0.2,  0.8,  1.0, .429, 0.86, .492
 0.2,  0.8,  1.0, 0.43, 0.84, .511
 0.2,  0.8,  1.0, .423, 0.86, .507
 0.2,  0.8,  1.0, .426, 0.94,  0.5
 0.2,  0.8,  1.0, .428, 0.94, .478
 0.2,  0.8,  1.0, .424,  0.8, .481
 0.2,  0.8,  1.0, .426, 0.84, .517
 0.2,  0.8,  1.0, .434, 0.86, .516
 0.2,  0.8,  1.0, .436, 0.86, .505
 0.2,  0.8,  1.0, .422, 0.88, .504
 0.2,  0.8,  1.0, .424, 0.88, .489
 0.2,  0.8,  1.0, .429,  0.8, .466
 0.2,  0.8,  1.0, .434, 0.84, .494
 0.2,  0.8,  1.0, 0.43, 0.86, .499
 0.2,  0.8,  1.0, .431, 0.94, .527
 0.2,  0.8,  1.0, .424, 0.86, .458
 0.2,  0.8,  1.0, .429, 0.98, 0.47
 0.2,  0.8,  1.0, .425, 0.94, .461
 0.2,  0.8,  1.0, 0.42, 0.88, .482
 0.2,  0.8,  1.0, .424, 0.84, .477
 0.2,  0.8,  1.0, .422, 0.88, .514
 0.2,  0.8,  1.0, .429, 0.82,  0.5
 0.2,  0.8,  1.0, .424, 0.84, .476
 0.2,  0.8,  1.0, .427, 0.74, .491
 0.2,  0.8,  1.0, .424, 0.82, .503
 0.2,  0.8,  1.0, .434, 0.82, .466
 0.2,  0.8,  1.0, .426, 0.88, .505
 0.2,  0.8,  1.0, .431, 0.74, .523
 0.2,  0.8,  1.0, .433,  0.8, .499
 0.2,  0.8,  1.0, .427, 0.86, .516
 0.2,  0.8,  1.0, .421, 0.84, 0.49
 0.2,  0.8,  1.0, .431,  0.8, .464
 0.2,  0.8,  1.0, .428, 0.92, .513
 0.2,  0.8,  1.0, .424, 0.86, .479
 0.2,  0.8,  1.0, .426,  0.8, .519
 0.2,  0.8,  1.0, .425, 0.86, .493
 0.2,  0.8,  1.0, 0.42, 0.86, .479
 0.2,  0.8,  1.0, .432, 0.86,  0.5
 0.2,  0.8,  1.0, .428, 0.84, .489
 0.2,  0.8,  1.0, .432, 0.86, .508
 0.2,  0.8,  1.0, .424,  0.9, .504
 0.2,  0.8,  1.0, .427, 0.84, .492
 0.2,  0.8,  1.0, 0.43, 0.92, .477
 0.2,  0.8,  1.0, .434, 0.94, .495
 0.2,  0.8,  1.0, .426, 0.88, .491
 0.2,  0.8,  1.0, .427, 0.86, 0.49
 0.2,  0.8,  1.0, .434, 0.84, .466
 0.2,  0.8,  1.0, .426, 0.92, .485
 0.2,  0.8,  1.0, 0.43, 0.72, .491
 0.2,  0.8,  1.0, .424, 0.76, .476
 0.2,  0.8,  1.0, .427, 0.84, .497
 0.2,  0.8,  1.0, .436, 0.86, .488
 0.2,  0.8,  1.0, .418, 0.86, .473
 0.2,  0.8,  1.0, .413,  0.9, .477
 0.2,  0.8,  1.0, .421, 0.92, .502
 0.2,  0.8,  1.0, 0.43, 0.92, .538
 0.2,  0.8,  1.0, .432, 0.84, .496
 0.2,  0.8,  1.0, .428, 0.88, 0.46
 0.2,  0.8,  1.0, .428, 0.84, .486
 0.2,  0.8,  1.0, .426, 0.82, .524
 0.2,  0.8,  1.0, .424, 0.82, .512
 0.2,  0.9,  1.0, .427, 0.98, .512
 0.2,  0.9,  1.0, .424,  0.9, 0.51
 0.2,  0.9,  1.0, .426, 0.94, .487
 0.2,  0.9,  1.0, .428, 0.96, .475
 0.2,  0.9,  1.0, .421, 0.88, .482
 0.2,  0.9,  1.0, .431,  0.9, .493
 0.2,  0.9,  1.0, .429, 0.92, .506
 0.2,  0.9,  1.0, .432, 0.88, .462
 0.2,  0.9,  1.0, .432, 0.86, .494
 0.2,  0.9,  1.0, .428,  0.9, .504
 0.2,  0.9,  1.0, .428, 0.92, .468
 0.2,  0.9,  1.0, .425, .902, .498
 0.2,  0.9,  1.0, .425,  0.9,  0.5
 0.2,  0.9,  1.0, .432, 0.86, .484
 0.2,  0.9,  1.0, 0.43,  0.9, .492
 0.2,  0.9,  1.0, .431, 0.96, .474
 0.2,  0.9,  1.0, .423, 0.88, .463
 0.2,  0.9,  1.0, .431, 0.92, .481
 0.2,  0.9,  1.0, 0.43, 0.86, .483
 0.2,  0.9,  1.0, .427, 0.96, .492
 0.2,  0.9,  1.0, .429, 0.88, .515
 0.2,  0.9,  1.0, .425, 0.92, .454
 0.2,  0.9,  1.0, .428, 0.88, .491
 0.2,  0.9,  1.0, 0.43, 0.74, .488
 0.2,  0.9,  1.0, .432, 0.92, .485
 0.2,  0.9,  1.0, .426, 0.94, .471
 0.2,  0.9,  1.0, .427, 0.88, .479
 0.2,  0.9,  1.0, .422, 0.88, .496
 0.2,  0.9,  1.0, .427, 0.74, .492
 0.2,  0.9,  1.0, .423, 0.92, .499
 0.2,  0.9,  1.0, .428, 0.96, .492
 0.2,  0.9,  1.0, 0.43, 0.92, .487
 0.2,  0.9,  1.0, 0.42, 0.88, .503
 0.2,  0.9,  1.0, .432, 0.92, .449
 0.2,  0.9,  1.0, .425, 0.92, .524
 0.2,  0.9,  1.0, .429, 0.84, .474
 0.2,  0.9,  1.0, 0.42, 0.92, .457
 0.2,  0.9,  1.0, .424,  0.9, .452
 0.2,  0.9,  1.0, 0.42, 0.78, .492
 0.2,  0.9,  1.0, .425, 0.94, .475
 0.2,  0.9,  1.0, .428, 0.94, .484
 0.2,  0.9,  1.0, .426, 0.84, .492
 0.2,  0.9,  1.0, .428, 0.92, .515
 0.2,  0.9,  1.0, .426,  0.9, .465
 0.2,  0.9,  1.0, .425, 0.84, .488
 0.2,  0.9,  1.0, .433,  0.9, .501
 0.2,  0.9,  1.0, .428,  0.9, .487
 0.2,  0.9,  1.0, .435, 0.86, .461
 0.2,  0.9,  1.0, .425, 0.88, .464
 0.2,  0.9,  1.0, .425, 0.92, .469
 0.2,  0.9,  1.0, .423, 0.84, 0.48
 0.2,  0.9,  1.0, .425,  0.9, .508
 0.2,  0.9,  1.0, .426, 0.88, .491
 0.2,  0.9,  1.0, .433, 0.92, .478
 0.2,  0.9,  1.0, .428, 0.88, .501
 0.2,  0.9,  1.0, .431,  0.9, .453
 0.2,  0.9,  1.0, .424,  0.9, .484
 0.2,  0.9,  1.0, .423, 0.88, 0.51
 0.2,  0.9,  1.0, .425, 0.82, .491
 0.2,  0.9,  1.0, .425, 0.94, .472
